1.2884214768248998,0.642945,0.6903376221938903,0.6168516625217064,0.642945
1.1057115726256639,0.665983,0.7095344094070051,0.6408069402794223,0.665983
0.9528381804401955,0.706321,0.7418479323206756,0.6831455002687046,0.706321
0.8062842836540737,0.736821,0.7699528647040352,0.7160524448260592,0.736821
0.6919685387879275,0.758711,0.7834081765710458,0.73945961209802,0.758711
0.6116778900784053,0.773141,0.7926386818317247,0.7546081040745432,0.773141
0.528554541676232,0.782078,0.8045993954235233,0.7642667346063364,0.782078
0.4597353349240978,0.808314,0.8275659399024353,0.7927171730361833,0.808314
0.40452307278520605,0.783799,0.8092781749248856,0.766198380076607,0.808314
0.35021319801218054,0.795769,0.8209408611479818,0.7791821368637777,0.808314
0.3119004491005051,0.805608,0.8286815949446912,0.7897904481546887,0.808314
0.2746262608954076,0.775191,0.7983678907670329,0.7565890235799879,0.808314
0.25649197885159697,0.836599,0.8500003903718907,0.8230612298132967,0.836599
0.23329589122466826,0.839141,0.8567136583897592,0.825849470905714,0.839141
0.20037093047010765,0.811265,0.8333494975182437,0.7958106043292262,0.839141
0.2003303576218948,0.814627,0.8337292965437384,0.7995701195539083,0.839141
0.1686200849460752,0.84324,0.8630656243642663,0.8302770615106333,0.84324
0.15784224650163328,0.815938,0.8380494133957027,0.8008687858915704,0.84324
0.15112221161468645,0.831106,0.8510160572641852,0.8171785986838206,0.84324
0.13718975167930797,0.837255,0.8554405833939547,0.8239927112550529,0.84324
0.13590591522247603,0.782406,0.7975498832272108,0.7644114502299438,0.84324
0.14180167877439703,0.828892,0.8505675659186197,0.8147594868164468,0.84324
0.1118567685565252,0.804214,0.815734408946143,0.7881240884063531,0.84324
0.0991303969300195,0.822661,0.8441571765227722,0.8082107473394906,0.84324
0.09728457770320807,0.833156,0.8559881828668072,0.8194488808185317,0.84324
0.09691761827535844,0.851029,0.8695284450685693,0.8386907436468533,0.851029
0.09635392475998804,0.840289,0.8546308230388651,0.8272511094881434,0.851029
0.09591372997573253,0.79372,0.8256223013251843,0.7768784927887368,0.851029
0.09098965984381986,0.838157,0.8502568389502353,0.8247566829181088,0.851029
0.07571679290928197,0.825367,0.8513474488284029,0.8109392839119858,0.851029
0.07738098347287499,0.846028,0.8605863111278591,0.8333023946748982,0.851029
0.08073149198729,0.853817,0.8694663738511939,0.8418265154185989,0.853817
0.07267505175360803,0.839633,0.8598242843741609,0.8263318622815852,0.853817
0.06943186401818575,0.8152,0.8336909853847502,0.79995910933775,0.853817
0.06935943596148758,0.820776,0.8468526349565456,0.8060965867765794,0.853817
0.07306882598845477,0.845618,0.8626356998595955,0.8329672033301166,0.853817
0.0590753514905659,0.806182,0.8221683922216652,0.7903586983577383,0.853817
0.062067097345932146,0.835123,0.8579874222531896,0.8217119465623027,0.853817
0.05729257993483811,0.855948,0.875212324085165,0.8440471331529906,0.855948
0.06259884605749269,0.854554,0.8760043695841803,0.8426517058786255,0.855948
0.05965143178453606,0.818562,0.8437749193629505,0.8036044076209512,0.855948
0.06169046674007445,0.840944,0.8585153301232106,0.827983960528187,0.855948
0.04667770065199793,0.844306,0.86162622436315,0.8315075095486354,0.855948
0.042725997003778986,0.822005,0.847026524137145,0.8075675131749922,0.855948
0.04575248671632804,0.836927,0.8547439085934205,0.8234556291214915,0.855948
0.05192800077578325,0.838239,0.8594031485081093,0.8249408526833842,0.855948
0.05077518863875544,0.834304,0.853975816455248,0.8205520738045748,0.855948
0.04450225403134742,0.848815,0.8707495845841958,0.8365589465229132,0.855948
0.04986118918724274,0.829876,0.8533768042675692,0.8159802088141165,0.855948
0.03801105317942212,0.862999,0.8806595404865436,0.8517242496431933,0.862999
0.03909880050531264,0.841436,0.8572755143547194,0.8285171736222067,0.862999
0.038890000464122616,0.85767,0.8747384177942109,0.8459917132424225,0.862999
0.044384544851321185,0.816184,0.8423452549000859,0.8013268361630915,0.862999
0.040309299306755655,0.864803,0.8831604106114831,0.8536781076632659,0.864803
0.04329327524252487,0.819956,0.839286745215032,0.8051541324251177,0.864803
0.03925836496473698,0.789784,0.8165685393853757,0.7723481839867509,0.864803
0.03617830241747787,0.865213,0.8784901513114879,0.8540477870659386,0.865213
0.03231659052328447,0.860376,0.8757317564902866,0.8488137211075508,0.865213
0.03851400412033113,0.857506,0.8779099476334083,0.8457421017357611,0.865213
0.03539396761759613,0.864147,0.8810168786766358,0.8528977635813885,0.865213
0.030801310235362374,0.855128,0.8728678926379021,0.8431174973064536,0.865213
0.032602487665632465,0.848979,0.8710384502490914,0.8365998703791319,0.865213
0.033345997909063035,0.863737,0.8807474991947289,0.8523709852154631,0.865213
0.027886386814244678,0.847995,0.8664985462227709,0.8354795837572427,0.865213
0.029065083660017907,0.840453,0.8640991922055903,0.827332983802335,0.865213
0.03381367995707172,0.850947,0.873527573441438,0.8387369015690305,0.865213
0.02709992771989174,0.857752,0.874252972195121,0.8460781340217998,0.865213
0.026555512869584092,0.852587,0.8738052161796025,0.8406160775132666,0.865213
0.03274628659187073,0.75371,0.795043097580009,0.7343150756313278,0.865213
0.02889021299779415,0.839141,0.8609845534854306,0.8259278215287875,0.865213
0.04047007612842188,0.857752,0.8739265569391884,0.8460351252019637,0.865213
0.023775923798342098,0.834631,0.8565718353933446,0.8207569427924705,0.865213
0.03213485486261296,0.84488,0.8624130400191833,0.8322607727711958,0.865213
0.02929152249034201,0.862179,0.8791570046498539,0.8508038443424686,0.865213
0.031244575276217434,0.848897,0.8678118456570926,0.8364327915251678,0.865213
0.02492849285494578,0.873739,0.8872106982943738,0.8632470753155236,0.873739
0.027675553633088476,0.860212,0.8768861621156083,0.8486190661800013,0.873739
0.02125695915997363,0.866033,0.8817101870012088,0.8549800209116891,0.873739
0.023868607514108835,0.876445,0.8910033825245505,0.8663041475392832,0.876445
0.02359574440908566,0.866771,0.8817072357000871,0.8557948205010045,0.876445
0.020359419328108263,0.873084,0.8871318520860103,0.8625277761570248,0.876445
0.020360144770840246,0.868984,0.8839102184374755,0.8581163376556525,0.876445
0.019856335317946217,0.869312,0.8836463612218867,0.8584969228700005,0.876445
0.02165412006041642,0.867508,0.88272634242014,0.8566073764408428,0.876445
0.020409377794084926,0.863983,0.8805777410868273,0.8527823826697387,0.876445
0.020572385002513616,0.859146,0.8767438460020287,0.8475219936273211,0.876445
0.015868160617276188,0.873493,0.8884313030980998,0.8630378341320687,0.876445
0.0201191107763417,0.857424,0.8763952715154393,0.8456816462378244,0.876445
0.02229684791684653,0.866197,0.8808446326174415,0.8551988168903975,0.876445
0.02241043480155006,0.855538,0.8748386256483026,0.8437740013836273,0.876445
0.02596168823833211,0.821104,0.8449497721055043,0.8065890489859049,0.876445
0.020144880351641876,0.855784,0.8743150454388009,0.8438655677033199,0.876445
0.01673163300421968,0.868246,0.8824721903368076,0.8573559368311356,0.876445
0.022929430850310607,0.83373,0.8449855820662393,0.8198747906265753,0.876445
0.022869776160027205,0.85685,0.8783130578686666,0.8451137640322037,0.876445
0.01668692592615157,0.861359,0.8788472825836258,0.8499175509376026,0.876445
0.017584568072696417,0.862261,0.8782960363878006,0.8509433660510198,0.876445
0.01996123773998089,0.854144,0.871843561261377,0.8422360338922906,0.876445
0.016751753705229317,0.871526,0.8855901412727859,0.8609106866476766,0.876445
0.018085985857825934,0.862179,0.877916409597188,0.8507451445928274,0.876445
0.01902337148367019,0.851767,0.8708661735619284,0.8395978446111226,0.876445
0.015809855455260598,0.870378,0.8854536932338085,0.8596528771607788,0.876445
0.022210003635479827,0.8193,0.8485150941712677,0.8047191318704224,0.876445
0.019419292286247683,0.816512,0.8413426187402362,0.8015553543032845,0.876445
0.017366253524976834,0.844798,0.8681636565231108,0.8321026620331836,0.876445
0.027802012839846398,0.808477,0.8371943913309162,0.7929659134538081,0.876445
0.026520769232151548,0.864885,0.8807684020495287,0.8535837390045459,0.876445
0.026110560539063445,0.878741,0.8913376146177094,0.8686325415958677,0.878741
0.020871533907615068,0.865377,0.8826078296786001,0.8542141007511301,0.878741
0.020641885661216598,0.871034,0.8851755400525395,0.8603017282599517,0.878741
0.016656158282683138,0.855292,0.8744246056486771,0.8432632665261233,0.878741
0.017457477162393292,0.874231,0.890593361620489,0.8638491798124825,0.878741
0.016118515905495106,0.869886,0.879321746141376,0.8590504415265661,0.878741
0.014938271771907137,0.836845,0.8576238163070311,0.823323642315887,0.878741
0.01948925048071012,0.866607,0.8806106638052443,0.855600143260431,0.878741
0.013658968726528829,0.866197,0.8820144571802848,0.8551586763259805,0.878741
0.014212896675917875,0.866771,0.8819211576478594,0.8557561062944155,0.878741
0.014159733586515604,0.881938,0.894852289303736,0.8721231943631949,0.881938
0.021110202342774092,0.853571,0.8749229271253298,0.8416136182411155,0.881938
0.02141978989323873,0.873084,0.8866329538593793,0.8626029785629179,0.881938
0.016042970031960292,0.86964,0.884980631148712,0.8588887758383567,0.881938
0.014157367723711421,0.870296,0.8855309101345856,0.8595829538523266,0.881938
0.014316446236805634,0.875051,0.888434361671253,0.8646961203208765,0.881938
0.017069315182024175,0.851193,0.8684426124886724,0.8389392980761251,0.881938
0.014844336756243465,0.865951,0.8852287344636266,0.8548876030763487,0.881938
0.013928502034186647,0.879315,0.8932132398577721,0.8693259315319288,0.881938
0.014833388478610288,0.844716,0.8669911958929597,0.8321104435952709,0.881938
0.013315607976754395,0.86013,0.8804771971880118,0.8487046758729558,0.881938
0.013852099610722802,0.869722,0.8874251181611701,0.8590228489711175,0.881938
0.01755057385170393,0.867672,0.8826903243094493,0.8566935628372537,0.881938
0.01700466906316997,0.838321,0.8596779634812436,0.8248919005047269,0.881938
0.015254063186434548,0.869312,0.8875189649108842,0.8585532867794535,0.881938
0.01250168468196238,0.86841,0.8839069738746747,0.8575198247485548,0.881938
0.011038213392740555,0.870624,0.8848246111303502,0.8598947454790964,0.881938
0.012247729763974634,0.875297,0.8896383431650268,0.8649464468865554,0.881938
0.021408003720904838,0.862671,0.8805524493469716,0.8512879093911516,0.881938
0.02012171433045623,0.865541,0.8829667958312722,0.8542733313772669,0.881938
0.013015633836137444,0.848569,0.8660223974240957,0.8360775612646718,0.881938
0.011770030373728342,0.867426,0.8859249690537567,0.8564831437763317,0.881938
0.012589123471524943,0.858244,0.8817062740591527,0.8465996087976863,0.881938
0.015969076256654904,0.867426,0.8817794211833252,0.8564156320809609,0.881938
0.015023477506311087,0.85644,0.8727460761847511,0.84451754461292,0.881938
0.011947880548770341,0.861851,0.8785313798812198,0.8503654875962755,0.881938
0.011618602597102356,0.883824,0.8970292473436988,0.8741338865759349,0.883824
0.012719602569979564,0.872838,0.8892080242741238,0.8623550405441727,0.883824
0.01204399710908281,0.87333,0.8888007142528608,0.8628427024554379,0.883824
0.011087223850818497,0.873084,0.8881751531392046,0.8626293953584525,0.883824
0.012785653206990676,0.863983,0.8801825796108715,0.8527909443541555,0.883824
0.01283957041130307,0.865131,0.8807507735271434,0.8540126666881093,0.883824
0.018492299445978043,0.850537,0.8711084315513081,0.8382388340592414,0.883824
0.01698195474128124,0.859802,0.8805719799745618,0.8482226320517613,0.883824
0.0151270541488036,0.86013,0.8747891876127679,0.8485394157255275,0.883824
0.01442067792346136,0.868656,0.8845487432669569,0.8577262910178238,0.883824
0.012946194498224204,0.864147,0.8806420031832566,0.8529139591786442,0.883824
0.01074526744392397,0.863737,0.8803116187506642,0.8524596760434665,0.883824
0.010300180634086052,0.862835,0.8796621682674808,0.8515041233049307,0.883824
0.009043202050072089,0.87333,0.8874399931320693,0.8628756272372962,0.883824
0.01389075676764079,0.863491,0.8813852575653297,0.8522333440184391,0.883824
0.013232775534806627,0.869722,0.8860095981418602,0.8589345987488041,0.883824
0.01211231035504783,0.874067,0.890809387959513,0.8636872837465231,0.883824
0.016884853380596202,0.840453,0.8525617476785392,0.8272323719252352,0.883824
0.016593515496240573,0.870706,0.8854282493149738,0.8599797082846062,0.883824
0.011190363815514727,0.873575,0.8875327378642927,0.8630280715489019,0.883824
0.01119416641081903,0.871444,0.8859482869266745,0.8608552279781828,0.883824
0.00934090455889367,0.865377,0.8816087158944257,0.854313071941231,0.883824
0.012651997019296115,0.874641,0.8888906269061246,0.8641797071269511,0.883824
0.009938537232117371,0.875297,0.8891225114470994,0.8649324106612423,0.883824
0.01682911566301678,0.872264,0.8863244680472008,0.8616735613211299,0.883824
0.012729911416183027,0.869394,0.884629898420355,0.8585870056075924,0.883824
0.012459006443033728,0.865049,0.8799745321981708,0.8537288690769959,0.883824
0.011008798728142394,0.878577,0.8912663522790719,0.8684669976174847,0.883824
0.009703115567962608,0.877511,0.8912629048072139,0.8673035801370861,0.883824
0.010864638242075283,0.869312,0.8839818973504321,0.8584320833492531,0.883824
0.009085493737810783,0.880298,0.8955877550259433,0.8703257499842292,0.883824
0.010277591046636527,0.867918,0.8850188952148923,0.8569502947141457,0.883824
0.010377133058467776,0.86882,0.8857665883520731,0.8579767469402374,0.883824
0.010188689949828085,0.87292,0.8875894739589545,0.8624140602120817,0.883824
0.010726579287078944,0.876281,0.8897089836971391,0.8660868831875626,0.883824
0.012049137850114133,0.879807,0.8944048760629386,0.8698410859098537,0.883824
0.011113346216865303,0.866115,0.8841597499176391,0.8551037293162662,0.883824
0.012149698849181446,0.869066,0.8855892312986384,0.8581843448950737,0.883824
0.013460690950912036,0.872592,0.8861164852394345,0.8620837714942398,0.883824
0.010621181487765037,0.877429,0.8870586855801325,0.8671557189603937,0.883824
0.009759766761255399,0.871854,0.8858136951271045,0.8611423446592603,0.883824
0.010068210202865722,0.867344,0.8840179890522027,0.8563248272319137,0.883824
0.010611025145633167,0.86882,0.8837512344202327,0.8579249693488837,0.883824
0.011560320731231503,0.882512,0.8941576998924033,0.8726992144508071,0.883824
0.010314802762141891,0.882266,0.8966762705870324,0.8724873929449739,0.883824
0.01107929562208023,0.874395,0.8887161384539625,0.8639756753160736,0.883824
0.008755379390452853,0.875215,0.8892587097404249,0.8648221933653885,0.883824
0.008456601374102443,0.87333,0.8895758086959906,0.8628652801256771,0.883824
0.00891905396737242,0.86841,0.884652012084713,0.8574450715685844,0.883824
0.010282536955508455,0.873985,0.8870679125080007,0.8635045634697519,0.883824
0.011302881790429688,0.877757,0.8929832819418045,0.8675840590911664,0.883824
0.012201073270793377,0.869394,0.8875034664660165,0.85860935062332,0.883824
0.009352636050035277,0.871854,0.8878290247455899,0.861184870652947,0.883824
0.009528997197244943,0.878577,0.891442138391702,0.8684905277985161,0.883824
0.009032586722875411,0.879725,0.8921372291452518,0.8697385662045573,0.883824
0.011422862552545881,0.878003,0.8916927549334656,0.8678619698432666,0.883824
0.010413353838905525,0.869312,0.883279080181656,0.8584531184750182,0.883824
0.012785107145881217,0.868902,0.8844794295095307,0.8580247422500782,0.883824
0.008723531943861019,0.867918,0.8843062679457497,0.8569185265551793,0.883824
0.01212194074583606,0.87169,0.8850033383536335,0.8610205847919813,0.883824
0.012679387867618143,0.875625,0.890045005912994,0.8652261515129531,0.883824
0.010498270994115077,0.876691,0.8927255982583484,0.8664545616340357,0.883824
0.009918756361820557,0.868,0.8840271218082376,0.8570523640103196,0.883824
0.010417629556542032,0.878905,0.8932850678602602,0.8688174237258814,0.883824
0.009722218097951473,0.874477,0.8896741504982456,0.8640332015708203,0.883824
0.01208905812112217,0.875379,0.8910808197333722,0.8650110874334928,0.883824
0.009502600635182155,0.874231,0.8902436288484539,0.863728644461366,0.883824
0.010655414817980333,0.878577,0.8929951200560495,0.8684883247150194,0.883824
0.009011623933597395,0.879643,0.8917996328144724,0.869629107078619,0.883824
0.00908051680752568,0.868902,0.8832168430133652,0.8579925373768025,0.883824
0.007750152382643872,0.875707,0.8898768894752991,0.8653632670038894,0.883824
0.00865464738120189,0.878331,0.8919131723496435,0.8681898392483748,0.883824
0.01322457094132649,0.868246,0.8830164975794,0.8573163068876676,0.883824
0.009568353118165658,0.878003,0.8904757690981344,0.8679435652911045,0.883824
0.011401767405587133,0.876773,0.8925948933325683,0.8665600911160279,0.883824
0.01071595036937447,0.873985,0.8888213926465135,0.8635084521787679,0.883824
0.00972197972384564,0.879151,0.8922918212034722,0.8691056263415352,0.883824
0.010031923042149858,0.878659,0.8920562884851057,0.8685421617205487,0.883824
0.008706594372607684,0.876609,0.8899405888764473,0.8663774850142956,0.883824
0.013050466009384294,0.871362,0.8863999696393677,0.8607337562116013,0.883824
0.008992525060880887,0.873493,0.8900436489963618,0.8630613600631688,0.883824
0.008953090846078114,0.865459,0.8824558565179975,0.8543497465764933,0.883824
0.01228357072699857,0.877183,0.8911781668163764,0.8670046919716847,0.883824
0.008988972698348793,0.876445,0.8908471136976667,0.8662540327438275,0.883824
0.010863735866366644,0.877511,0.8915837313478266,0.8673677186918543,0.883824
0.009400811025433326,0.873411,0.8881754622143695,0.8629000512589327,0.883824
0.008813654593181577,0.877511,0.8912489942506451,0.8673360005219619,0.883824
0.010270760951856717,0.875625,0.8890099918373614,0.8653073566156381,0.883824
0.00889194166821459,0.881774,0.894388569762243,0.8719460267743041,0.883824
0.010812166152166182,0.877183,0.8910288360704541,0.866991123044377,0.883824
0.008826354264773512,0.876855,0.8899255861532361,0.8666496821515084,0.883824
0.009295180084162883,0.878167,0.8922864128570083,0.8680227340334705,0.883824
0.009890461340546608,0.875543,0.8897451963932832,0.8652045331370255,0.883824
0.009481305630584613,0.876937,0.8908650227633041,0.8667150924733804,0.883824
0.009938413622590262,0.876281,0.8897199781060131,0.8659958057023509,0.883824
0.010350598174074058,0.873493,0.8885130383125334,0.8630582851200292,0.883824
0.008923465773212106,0.880626,0.8947851623766065,0.8706672733724501,0.883824
0.00883254844674401,0.879479,0.893393860176308,0.8694523061025078,0.883824
0.007696135581753562,0.883086,0.895823990136293,0.8733718682118469,0.883824
0.011726868006641442,0.881036,0.8961922768932027,0.8711503383315646,0.883824
0.009607591014878635,0.878495,0.8934723643934305,0.8683811344039033,0.883824
0.009426721015924148,0.879233,0.8928552648778995,0.8692117187190735,0.883824
0.008625128861056285,0.871526,0.8884049904195894,0.8609354760620295,0.883824
0.008679757308047474,0.878413,0.8930207253966669,0.8683934943222265,0.883824
0.009677551480093867,0.878249,0.8934099328761201,0.8681479061335282,0.883824
0.009778685043722894,0.878003,0.8897759392313921,0.8679040012129485,0.883824
0.009632734838203432,0.874395,0.8889347950835433,0.8640200749693939,0.883824
0.009043274112464337,0.877511,0.8914672435161017,0.8673486025084638,0.883824
0.011035421698385577,0.877347,0.8897148014015569,0.867181842416971,0.883824
0.010257967098961386,0.878823,0.8922140590754725,0.8687662236564971,0.883824
0.008053426738054063,0.873903,0.8875901016600677,0.8634444379752316,0.883824
0.00809595680513074,0.880626,0.8946909635374894,0.8706850924541393,0.883824
0.007643795540828383,0.874231,0.888565220075609,0.8637554475430644,0.883824
0.007811787614096584,0.873903,0.8882198468345863,0.8634362992074004,0.883824
0.00771719941691485,0.879479,0.8930766126801696,0.8695043624801091,0.883824
0.010319820016601615,0.878003,0.8910385354973436,0.8678557498569459,0.883824
0.010597216993507541,0.876281,0.8902806462506577,0.8659808336462693,0.883824
0.010537015593328168,0.875543,0.8908035963498511,0.8652506703656155,0.883824
0.009405456284542433,0.879643,0.8927684733462482,0.8696360884911025,0.883824
0.008691671000940076,0.879151,0.8919052756644593,0.8690486302478512,0.883824
0.007808464147631874,0.876937,0.8902178236387102,0.8666617639978332,0.883824
0.009012551379149383,0.874805,0.8896463708536898,0.864441159957724,0.883824
0.010499846375955458,0.882594,0.8949820458241453,0.8727747003321493,0.883824
0.01036742935218754,0.875625,0.889259933092164,0.8652629252101744,0.883824
0.009024060341749298,0.883496,0.8967984114532928,0.8737761798022494,0.883824
0.009074264640260614,0.876445,0.891017712900686,0.8662251959477832,0.883824
0.009453410507713476,0.878413,0.8934974465475389,0.8683353367217537,0.883824
0.010242077323158136,0.877593,0.8900088930146672,0.8674272019176649,0.883824
0.009285715937070298,0.876445,0.8897659508897693,0.8661848882909715,0.883824
0.008599169837478339,0.879888,0.8926188209633832,0.8698987694447333,0.883824
0.008093319448715683,0.874313,0.8880376327788365,0.8638854374189298,0.883824
0.007964948320426466,0.876281,0.8908117296484132,0.8659910707024764,0.883824
0.009264304608713542,0.869148,0.8834388586680305,0.8582366124122633,0.883824
0.00890474714956173,0.878003,0.8914626188402192,0.8678376561334076,0.883824
0.008686384296023779,0.877347,0.8910682743677386,0.8671868385828405,0.883824
0.007266729688167237,0.879643,0.8932635799643999,0.8696451912057582,0.883824
0.00904559124302998,0.876281,0.8898997750857719,0.8660167038064855,0.883824
0.008533878489973003,0.877347,0.8906505385480782,0.8671296376584544,0.883824
0.00949272743342549,0.873084,0.8877032717644286,0.8625224039089449,0.883824
0.007462197561549504,0.880544,0.8952400464724538,0.8706364245428168,0.883824
0.007467936800290527,0.880626,0.8945650986968403,0.8707209746969542,0.883824
0.007895348161940327,0.874641,0.8892679887935648,0.8642343778992864,0.883824
0.008490924501080023,0.877019,0.8902550177911692,0.8667713785847514,0.883824
0.009288614505922861,0.878495,0.8918770436128932,0.8683695878311193,0.883824
0.009199612839356735,0.880216,0.8942674541081026,0.8702610664429823,0.883824
0.008767530272369472,0.873493,0.888545056026545,0.8629757311919983,0.883824
0.010145399256431487,0.875871,0.8905565736423107,0.8655949834969753,0.883824
0.009798936927795744,0.880708,0.8941356438343614,0.8708272961425572,0.883824
0.009015214184738612,0.877757,0.8901927728728583,0.8675691302355365,0.883824
